"location","month","rain","pressure","temp","speed"
"Uppsala","2010-07",64.2,1013.3,20.7,2.31
"Uppsala","2010-08",110,1010.2,16.5,1.45
"Uppsala","2010-09",48.4,1013.7,11.2,1.7
"Uppsala","2010-10",40.5,1013.2,5.3,2.11
"Uppsala","2010-12",50.8,1011.6,-7.9,1.98
"Uppsala","2011-01",40.9,1010.4,-2.9,2.29
"Uppsala","2011-02",32.2,1016.6,-5.9,2.11
"Uppsala","2011-03",16.4,1016.1,0.5,2.7
"Uppsala","2011-04",8.5,1015.4,9,2.33
"Uppsala","2011-05",15.2,1014.9,11.7,2.39
"Uppsala","2011-06",51.4,1011.7,17.2,1.86
"Uppsala","2011-07",15.1,1010.5,18.8,1.85
"Uppsala","2011-08",140.4,1010.8,16.9,1.6
"Uppsala","2011-09",77.2,1008.4,13.4,2.03
"Uppsala","2011-10",69.4,1012.3,7.6,2.18
"Uppsala","2011-11",24.4,1018.3,5.1,2.03
"Uppsala","2011-12",68.6,995.3,1.6,2.78
"Uppsala","2012-01",45.1,1012.2,-2.4,1.93
"Uppsala","2012-02",51.9,1018.9,-3.8,2.23
"Uppsala","2012-03",12.5,1016.8,3.9,2.45
"Uppsala","2012-04",57.2,1006.1,4.6,2.47
"Uppsala","2012-05",50.9,1015,11.7,2.16
"Uppsala","2012-06",115.2,1008.6,13.4,1.72
"Uppsala","2012-07",38.4,1009.8,17.2,1.8
"Uppsala","2012-08",114,1013.8,16.1,1.47
"Uppsala","2012-09",77.8,1006.9,11.8,2.19
"Uppsala","2012-10",57.6,1007.6,5.8,1.89
"Uppsala","2012-11",47,1008.8,3.8,2.42
"Uppsala","2012-12",71.3,1011.7,-4.6,1.88
"Uppsala","2013-01",25.4,1011.7,-4,2.03
"Uppsala","2013-02",31.9,1016.6,-2.1,1.77
"Uppsala","2013-03",1.1,1018.2,-3.3,2.04
"Uppsala","2013-04",40.9,1012.8,4.6,2.57
"Uppsala","2013-05",12.7,1012.6,13.9,2.29
"Uppsala","2013-06",63,1013.4,16.3,1.81
"Uppsala","2013-07",17.1,1015.5,18.1,1.95
"Uppsala","2013-08",37.8,1014.8,17.1,1.8
"Uppsala","2013-09",49.2,1013.6,12.2,1.55
"Uppsala","2013-10",57,1012.3,7.5,2.11
"Uppsala","2013-11",49.2,1006.2,3.2,2.22
"Uppsala","2013-12",55.1,1006,2.5,3.13
"Uppsala","2014-01",43.8,1016.8,-2.5,2.28
"Uppsala","2014-02",43,1005.5,1.9,2.39
"Uppsala","2014-03",46.1,1011.9,4.2,2.62
"Uppsala","2014-04",45.9,1015.3,7.1,2.39
"Uppsala","2014-05",57.5,1015.1,10.9,2.26
"Uppsala","2014-06",64.7,1013.8,13.7,1.91
"Uppsala","2014-07",41.6,1015.9,20.5,1.61
"Uppsala","2014-08",121.7,1007.8,16.9,1.75
"Uppsala","2014-09",50.2,1018.8,12.5,1.49
"Uppsala","2014-10",68.5,1016.2,8.6,2.16
"Uppsala","2014-11",34.9,1020.5,4.3,1.92
"Uppsala","2014-12",31.4,1005.8,-1.2,2.31
"Uppsala","2015-01",85.1,1001.6,0,2.88
"Uppsala","2015-02",22.2,1011.6,0.7,3.06
"Uppsala","2015-03",35.2,1016.5,3.4,2.6
"Uppsala","2015-04",13.6,1010.9,7,2.69
"Uppsala","2015-05",82.8,1008.7,9.7,2.48
"Uppsala","2015-06",43.9,1011.5,14.1,2.23
"Uppsala","2015-07",112.9,1007.6,16.6,1.96
"Uppsala","2015-08",9.4,1019.3,17.4,1.78
"Uppsala","2015-09",72.5,1016.2,12.8,1.79
"Uppsala","2015-10",2.1,1022.8,6.2,1.3
"Uppsala","2015-11",59.1,1003.8,4,2.36
"Uppsala","2015-12",38.7,1011.6,2.5,2.97
"Uppsala","2016-01",35.3,1010.2,-5.6,2.2
"Uppsala","2016-02",42.4,1001.5,-0.5,2.17
"Uppsala","2016-03",19.5,1013.4,2.7,1.97
"Uppsala","2016-04",37.3,1009.9,5.8,2.15
"Uppsala","2016-05",22,1016.6,12.6,2.31
"Uppsala","2016-06",41.4,1012.5,16,2.03
"Uppsala","2016-07",74.7,1010.4,18.1,1.96
"Uppsala","2016-08",78.8,1011.7,16.2,2.19
"Uppsala","2016-09",11,1016,14.5,1.89
"Uppsala","2016-10",18.7,1027.7,6.6,2.08
"Uppsala","2016-11",66.6,1011.4,1.2,2.55
"Uppsala","2016-12",22.3,1014.3,1.2,2.73
"Uppsala","2017-01",24,1014.5,-1.2,2.43
"Uppsala","2017-02",22,1015.7,-0.7,2.33
"Uppsala","2017-03",30,1010.1,2.7,2.54
"Uppsala","2017-04",26.5,1011.1,4.5,2.5
"Uppsala","2017-05",14,1018,11,2.18
"Uppsala","2017-06",49.2,1007.9,15.1,2.17
"Uppsala","2017-07",19.7,1010.1,17.1,1.81
"Uppsala","2017-08",76.3,1011.7,16.2,2.02
"Uppsala","2017-09",75.9,1016.1,12.6,1.53
"Uppsala","2017-10",95.6,1007.7,7.1,2.19
"Uppsala","2017-11",70.8,1004.8,2.7,2.18
"Uppsala","2017-12",57,1000.7,0.4,2.22
"Uppsala","2018-01",62,1009.8,-1.2,2.12
"Uppsala","2018-02",24.1,1021.9,-4.2,1.9
"Uppsala","2018-03",23,1012,-2.6,1.99
"Uppsala","2018-04",33.6,1012.7,6.7,2.13
"Uppsala","2018-05",6.8,1021.7,16.1,1.98
"Uppsala","2018-06",26.5,1012.6,16.8,2.3
"Uppsala","2018-07",89.1,1014.8,22,1.62
"Uppsala","2018-08",105.1,1011.9,18.2,1.97
"Uppsala","2018-09",44.6,1011.9,13.3,2.45
"Uppsala","2018-10",25.3,1012.6,7.7,2.38
"Uppsala","2019-01",37.1,1006,-3.5,1.95
"Uppsala","2019-02",41.1,1012.8,1.1,2.71
"Uppsala","2019-03",52.2,1003.3,1.9,2.71
"Uppsala","2019-04",1.6,1023.9,7.3,2.46
"Uppsala","2019-05",56.1,1010.9,10.6,2.08
"Uppsala","2019-06",35.3,1015.8,17.9,2.28
"Uppsala","2019-07",62.5,1011.4,16.8,1.69
"Uppsala","2019-08",61.8,1013.1,17.4,1.97
"Uppsala","2019-09",43.9,1011.1,12.2,1.97
"Uppsala","2019-10",72.2,1009.5,6.2,1.92
"Uppsala","2019-11",76.9,1010.6,2.5,1.87
"Uppsala","2019-12",84.9,1003.7,1.6,2.33
"Uppsala","2020-01",20.3,1007.3,3.4,3.12
"Uppsala","2020-02",31.1,996.8,2.1,3.09
"Uppsala","2020-03",24.1,1013,2.8,2.85
"Uppsala","2020-04",15.9,1013.1,6.7,2.72
"Uppsala","2020-05",38.6,1015,9.3,2.02
"Uppsala","2020-06",54.6,1015.1,18.5,1.71
"Uppsala","2020-07",88.9,1008.1,16.1,2.01
"Uppsala","2020-08",19.3,1013.1,18.3,1.75
"Uppsala","2020-09",35.9,1012.6,13.3,2.07
"Uppsala","2020-10",112.4,1009.9,8.2,2.1
"Uppsala","2020-11",33.2,1014.4,5.9,2.63
"Uppsala","2020-12",58.2,1010.9,3.1,2.3
"Uppsala","2021-01",60.8,1009.3,-2.2,2.12
"Uppsala","2021-02",13.6,1021.2,-3,2.11
"Uppsala","2021-03",11.2,1012,3.2,2.67
"Uppsala","2021-04",32.5,1013.2,4.9,2.57
"Uppsala","2021-05",85.6,1009.2,10.3,2.1
"Uppsala","2021-06",46.5,1016,18.4,1.66
"Uppsala","2021-07",17.6,1013.3,20.7,1.75
"Uppsala","2021-08",115.7,1011.2,15.2,1.78
"Uppsala","2021-09",21.7,1017.7,11.8,1.85
"Uppsala","2021-10",46.2,1010.7,8.7,2.62
"Uppsala","2021-11",23.1,1009.2,2.2,2.08
"Uppsala","2021-12",24.3,1011.7,-3.4,1.91
"Uppsala","2022-01",50.3,1007.5,-0.3,2.91
"Uppsala","2022-02",49.1,999.9,-0.1,2.78
"Uppsala","2022-03",0.5,1026.2,2.8,2.16
"Uppsala","2022-04",33.6,1012.8,5,2.17
"Uppsala","2022-05",23.7,1012.6,11.3,2.33
"Uppsala","2022-06",51,1012.8,17.8,2.06
"Uppsala","2022-07",64.5,1013,17.7,1.97
"Uppsala","2022-08",135.3,1017.7,18.6,1.82
"Uppsala","2022-09",56.9,1012.9,10.9,1.5
"Uppsala","2022-10",43,1012,9.2,2.14
"Uppsala","2022-11",36,1017.6,4.7,2.02
"Katterjåkk","1972-04",29.3,1008.3,-4,3
"Katterjåkk","1972-05",15.3,1018.1,1.4,1.99
"Katterjåkk","1972-06",44.1,1013.1,10.6,2.68
"Katterjåkk","1972-07",111.8,1016.2,12.8,3.17
"Katterjåkk","1972-08",79.4,1012.8,9.8,2.58
"Katterjåkk","1972-09",159.1,1013,3.9,2.89
"Katterjåkk","1972-10",142.4,1009.3,-0.7,3.58
"Katterjåkk","1972-11",86.7,997.1,-6.4,4.54
"Katterjåkk","1972-12",133,1003.7,-4.1,3.82
"Katterjåkk","1973-01",138.8,1011.1,-8.3,4.53
"Katterjåkk","1973-02",80.9,994.2,-10.6,4.07
"Katterjåkk","1973-03",140.9,1006.8,-6.2,6.11
"Katterjåkk","1973-04",58.6,1007.4,-5.4,3.77
"Katterjåkk","1973-05",27.4,1013.6,0.8,4.13
"Katterjåkk","1973-06",63.1,1012,6.8,3.67
"Katterjåkk","1973-07",80.7,1013,13.2,2.78
"Katterjåkk","1973-08",160.4,1008.6,7.1,3.99
"Katterjåkk","1973-09",35.5,1013.3,2.5,2.65
"Katterjåkk","1973-10",122.9,1007.4,-3.7,3.77
"Katterjåkk","1973-11",83,997.5,-8.1,3.51
"Katterjåkk","1973-12",99.4,995.3,-13.1,3.22
"Katterjåkk","1974-01",62.3,1006.2,-9.3,2.56
"Katterjåkk","1974-02",64,1003.5,-8.9,4.2
"Katterjåkk","1974-03",17.5,1022.9,-5.5,3.19
"Katterjåkk","1974-04",114.3,1015.3,-1.5,4.79
"Katterjåkk","1974-05",17.3,1017.5,1.9,2.4
"Katterjåkk","1974-06",33.6,1011.8,9,3.29
"Katterjåkk","1974-07",93.6,1003.3,11.2,2.91
"Katterjåkk","1974-08",73.2,1011.3,9.4,2.21
"Katterjåkk","1974-09",88.9,1002.7,6.1,2.48
"Katterjåkk","1974-10",27.5,1014.8,-2,2.24
"Katterjåkk","1974-11",21.7,1010.6,-6.7,3.72
"Katterjåkk","1974-12",51.8,993.7,-7.6,2.53
"Katterjåkk","1975-01",101.1,993.8,-11,3
"Katterjåkk","1975-02",212.9,1009.6,-4.8,6.81
"Katterjåkk","1975-03",76.6,1006.2,-5.8,3.48
"Katterjåkk","1975-04",29,1009.8,-4.3,2.65
"Katterjåkk","1975-05",102,1015.4,1.6,3.65
"Katterjåkk","1975-06",104.5,1013.3,3.9,3.33
"Katterjåkk","1975-07",135.3,1010.5,7.4,3.57
"Katterjåkk","1975-08",86.5,1015.2,7.2,3.08
"Katterjåkk","1975-09",123.4,999.6,4.4,3.78
"Katterjåkk","1975-10",245.4,1014.3,0,2.74
"Katterjåkk","1975-11",97,1007.6,-4,3.4
"Katterjåkk","1975-12",223.6,987.8,-8.3,5.17
"Katterjåkk","1976-01",63,997.4,-15.3,2.5
"Katterjåkk","1976-02",132.7,1010.1,-7.7,3.61
"Katterjåkk","1976-03",31.1,1016,-9,2.91
"Katterjåkk","1976-04",77.6,1009.8,-4.4,4.78
"Katterjåkk","1976-05",25.7,1017.5,3.1,2.21
"Katterjåkk","1976-06",32.5,1013.7,6.3,2.9
"Katterjåkk","1976-07",98.5,1013,9.5,3.12
"Katterjåkk","1976-08",92,1017.3,8.8,3.2
"Katterjåkk","1976-09",135.5,1012.4,1.9,3.58
"Katterjåkk","1976-10",33.2,1018.3,-3.6,1.93
"Katterjåkk","1976-11",133.4,1006.7,-7,3.08
"Katterjåkk","1976-12",19.5,1010.2,-11.5,2.5
"Katterjåkk","1977-01",61.8,1010.4,-14.3,2.56
"Katterjåkk","1977-02",26.5,1010.7,-12.3,1.72
"Katterjåkk","1977-03",133.2,1007.2,-7.3,4.2
"Katterjåkk","1977-04",22.2,1004.8,-7.4,2.71
"Katterjåkk","1977-05",57.1,1018.4,-0.1,3.59
"Katterjåkk","1977-06",67.5,1010.5,4.4,4.06
"Katterjåkk","1977-07",55.8,1011,10.2,3.2
"Katterjåkk","1977-08",73.5,1015.9,9.6,2.89
"Katterjåkk","1977-09",69.4,1009.5,3,3.44
"Katterjåkk","1977-10",97.3,1009.9,-1.1,3.01
"Katterjåkk","1977-11",64.1,995,-4.3,2.56
"Katterjåkk","1977-12",109.4,1010.7,-8,4.14
"Katterjåkk","1978-01",101.2,1001.5,-14.1,2.55
"Katterjåkk","1978-02",78.8,1013,-12.8,2.87
"Katterjåkk","1978-03",25.9,1005.2,-10.5,1.63
"Katterjåkk","1978-04",49.2,1016.4,-5.1,3.57
"Katterjåkk","1978-05",57.4,1021.4,1.3,3.54
"Katterjåkk","1978-06",24.2,1011.2,9,4.04
"Katterjåkk","1978-07",47.5,1011.2,12.1,2.66
"Katterjåkk","1978-08",66.8,1013.2,8.6,2.79
"Katterjåkk","1978-09",45.9,1005.6,3.2,3.24
"Katterjåkk","1978-10",198.2,1002.2,-2.4,4.34
"Katterjåkk","1978-11",162.3,998.7,-4.8,4.66
"Katterjåkk","1978-12",56.6,1017.3,-13.8,2.89
"Katterjåkk","1979-01",48.9,1012.6,-14.3,2.51
"Katterjåkk","1979-02",65,1007.6,-11.3,4.22
"Katterjåkk","1979-03",43.7,1001.6,-8.3,3.63
"Katterjåkk","1979-04",29.2,1014.9,-4.4,1.8
"Katterjåkk","1979-05",57.3,1009.2,1.1,3.77
"Katterjåkk","1979-06",82.5,1012.1,7.8,3.12
"Katterjåkk","1979-07",25.1,1010.4,12.3,3.09
"Katterjåkk","1979-08",88.2,1010.2,9.7,2.94
"Katterjåkk","1979-09",104.6,1003.1,3.9,2.92
"Katterjåkk","1979-10",98.7,1017.1,-2.7,2.66
"Katterjåkk","1979-11",49.4,1002.5,-6.1,2.06
"Katterjåkk","1979-12",61.3,1000.1,-7.1,2.97
"Katterjåkk","1980-01",80.6,1013.4,-12.1,2.01
"Katterjåkk","1980-02",35.4,1014,-12.9,2.22
"Katterjåkk","1980-03",15.4,1016.3,-9.5,1.48
"Katterjåkk","1980-04",58.4,1012.7,-1.6,3.07
"Katterjåkk","1980-05",38.1,1018.9,2.3,3.49
"Katterjåkk","1980-06",51.1,1010.9,10.6,3.22
"Katterjåkk","1980-07",14.8,1013.8,13.3,2.77
"Katterjåkk","1980-08",57.7,1012.9,10.7,2.51
"Katterjåkk","1980-09",85.9,1010,5.1,2.35
"Katterjåkk","1980-11",87.3,1007.1,-8.2,3.23
"Katterjåkk","1980-12",51.8,995,-12.2,1.91
"Katterjåkk","1981-01",227.9,996.7,-12,3.48
"Katterjåkk","1981-02",27.3,1012.7,-13.7,1.73
"Katterjåkk","1981-03",58.2,1005.8,-13,2.22
"Katterjåkk","1981-04",86.8,1012,-3.3,5.25
"Katterjåkk","1981-05",16.6,1016.1,2.3,2.22
"Katterjåkk","1981-06",38.5,1011.6,4,3.02
"Katterjåkk","1981-07",119.9,1009.3,10,2.6
"Katterjåkk","1981-08",99.2,1012.9,8.4,2.35
"Katterjåkk","1981-09",72.6,1013.8,4.2,1.63
"Katterjåkk","1981-10",56,1003.6,-1.5,2.85
"Katterjåkk","1981-11",26.9,1007.3,-7,2.32
"Katterjåkk","1981-12",37.8,1007.8,-13.3,3
"Katterjåkk","1982-01",93.8,1008.1,-11.2,4.1
"Katterjåkk","1982-02",88.2,1010.9,-6.9,4.43
"Katterjåkk","1982-03",79.3,1005.9,-7.1,3.9
"Katterjåkk","1982-04",75.1,1004.2,-3.2,4.76
"Katterjåkk","1982-06",47,1015.3,3.3,3.31
"Katterjåkk","1982-07",93.5,1013.2,9.5,3.84
"Katterjåkk","1982-08",66,1008,9,2.45
"Katterjåkk","1982-09",167.4,1005.8,3,3.52
"Katterjåkk","1982-10",60.9,1012.3,0,2.43
"Katterjåkk","1982-11",70.5,997,-4.7,2.75
"Katterjåkk","1982-12",84.5,994.2,-6.8,3.48
"Katterjåkk","1983-01",63.3,989.3,-9.5,3.14
"Katterjåkk","1983-02",82.8,1011,-8.6,5.21
"Katterjåkk","1983-03",43.4,1004.6,-9,2.89
"Katterjåkk","1983-04",6.9,1011.9,-2.3,1.82
"Katterjåkk","1983-05",18.9,1014.2,3.5,1.84
"Katterjåkk","1983-06",68.6,1013,6.4,2.98
"Katterjåkk","1983-07",127.9,1011.2,9.6,2.33
"Katterjåkk","1983-08",201,1008.9,6.3,3.62
"Katterjåkk","1983-09",56.4,1005.6,5.7,2.92
"Katterjåkk","1983-10",76.5,995.6,-1.8,4.06
"Katterjåkk","1983-11",160.2,1001.8,-7.8,4.7
"Katterjåkk","1983-12",128.2,999.8,-10.7,2.17
"Katterjåkk","1984-01",51.4,997.6,-13.6,2.86
"Katterjåkk","1984-02",55.5,1014,-7.8,3.6
"Katterjåkk","1984-03",39,1019.8,-9.2,3.31
"Katterjåkk","1984-04",29.8,1017.3,-2.2,3.7
"Katterjåkk","1984-06",60.4,1011.4,7.8,3.39
"Katterjåkk","1984-07",91.5,1010.1,8.5,2.6
"Katterjåkk","1984-09",47.9,1011.4,3.4,2.44
"Katterjåkk","1984-10",27.8,1005.7,-1.1,3.27
"Katterjåkk","1984-11",43.2,1012.9,-6.6,2.98
"Katterjåkk","1984-12",29.9,1015.2,-6.3,1.99
"Katterjåkk","1985-01",68.4,1013.6,-13.6,2.77
"Katterjåkk","1985-02",27.5,1021.2,-18.8,1.49
"Katterjåkk","1985-03",33.5,1011.6,-8,3.12
"Katterjåkk","1985-04",41.9,1006.8,-6.2,2.71
"Katterjåkk","1985-05",35.9,1020,0.4,5.69
"Katterjåkk","1985-06",20.1,1011.7,8,5.04
"Katterjåkk","1985-07",49.3,1012.6,12.4,3.17
"Katterjåkk","1985-08",85.6,1007,10.1,3.29
"Katterjåkk","1985-09",108.3,1005.8,3.9,4.37
"Katterjåkk","1985-10",232.1,1006.7,0.2,5.15
"Katterjåkk","1985-11",45.2,1009,-7,4.97
"Katterjåkk","1985-12",49,1003.4,-12.6,4.21
"Katterjåkk","1986-01",20.8,1007,-14.4,2.39
"Katterjåkk","1986-02",77.5,1022.2,-9.1,4.58
"Katterjåkk","1986-03",49.4,1003.9,-5.3,3.51
"Katterjåkk","1986-04",46.3,1015.7,-4.5,3.71
"Katterjåkk","1986-05",57.2,1010.6,3.6,3.15
"Katterjåkk","1986-06",108.8,1015.7,8.9,4.28
"Katterjåkk","1986-07",42.1,1009.2,10.9,2.99
"Katterjåkk","1986-09",62.2,1006.7,2.2,2.62
"Katterjåkk","1986-10",106.6,999.3,0.3,4.15
"Katterjåkk","1986-11",64.1,999,-3.3,3.49
"Katterjåkk","1986-12",26.8,1009.5,-15.3,2.81
"Katterjåkk","1987-01",65.3,1017.4,-14,3.73
"Katterjåkk","1987-02",70.7,1004.2,-12.2,4.72
"Katterjåkk","1987-03",9,1018.9,-11.3,2.55
"Katterjåkk","1987-04",53,1013.6,-4.1,2.63
"Katterjåkk","1987-05",48.2,1015.8,0.8,3.93
"Katterjåkk","1987-06",17.7,1010.6,7,2.85
"Katterjåkk","1987-07",40.1,1012.4,9.2,2.71
"Katterjåkk","1987-08",45,1012,7.1,3.26
"Katterjåkk","1987-09",24.5,1008.4,4.3,1.43
"Katterjåkk","1987-10",78.4,1012.8,3.7,4.42
"Katterjåkk","1987-11",69.5,1012.2,-7.4,3.31
"Katterjåkk","1987-12",123.4,1003.6,-9.4,4.1
"Katterjåkk","1988-01",32.7,1004.2,-12.2,3.07
"Katterjåkk","1988-02",6.1,1011.7,-14.3,2.58
"Katterjåkk","1988-03",12.6,1008.9,-12.4,1.47
"Katterjåkk","1988-04",54.6,1010.7,-5.8,4.3
"Katterjåkk","1988-05",15.6,1019.1,1.9,3.08
"Katterjåkk","1988-07",59.9,1010.3,13.2,2.97
"Katterjåkk","1988-08",35.9,1008.9,9.6,2.23
"Katterjåkk","1988-09",146.4,1003.1,5.6,3.01
"Katterjåkk","1988-10",119.6,1009.7,-0.7,3.81
"Katterjåkk","1988-11",125.2,1002.8,-6.8,3.56
"Katterjåkk","1988-12",96.2,998.3,-9,4.01
"Katterjåkk","1989-01",153.5,995,-5.9,5.58
"Katterjåkk","1989-02",132.8,991.1,-8,5.21
"Katterjåkk","1989-03",37,999.6,-5.8,4.1
"Katterjåkk","1989-04",32.9,1015.8,-0.9,3.8
"Katterjåkk","1989-05",99.8,1010.6,2,4.48
"Katterjåkk","1989-06",45.8,1014.1,6.9,4.38
"Katterjåkk","1989-07",96.1,1013.6,8.1,3.65
"Katterjåkk","1989-08",63.4,1007.4,10.3,3.22
"Katterjåkk","1989-09",132.3,1008.2,4.8,3.41
"Katterjåkk","1989-10",53.5,1003.3,-1.7,3.57
"Katterjåkk","1989-11",94.8,1008.2,-3.4,4.73
"Katterjåkk","1989-12",146.2,1000,-9.4,6.25
"Katterjåkk","1990-01",82.3,1001.4,-11.2,4.96
"Katterjåkk","1990-02",97.1,985.5,-4.8,6.22
"Katterjåkk","1990-03",72.9,994.4,-6.2,5.87
"Katterjåkk","1990-04",29.6,1007,-1.5,6.25
"Katterjåkk","1990-05",71,1015.4,1.2,6.23
"Katterjåkk","1990-06",46.8,1012.7,8.6,4.87
"Katterjåkk","1990-07",44.8,1013.2,11.7,3.56
"Katterjåkk","1990-08",70.4,1011.4,10.6,3.64
"Katterjåkk","1990-09",22,1011.8,5.4,3.72
"Katterjåkk","1990-10",94.3,1005.8,1.1,4
"Katterjåkk","1990-11",84,1006.7,-6.4,4.08
"Katterjåkk","1990-12",88.5,999.4,-3.3,5.11
"Katterjåkk","1991-01",91.2,1005.4,-7.7,5.78
"Katterjåkk","1991-02",7.7,1019.8,-13.1,2.08
"Katterjåkk","1991-03",47,1013.1,-8.7,3.65
"Katterjåkk","1991-04",16.6,1012.1,-2.7,4
"Katterjåkk","1991-05",48.5,1012.9,0.9,3.65
"Katterjåkk","1991-06",32.6,1007.5,8.5,3.7
"Katterjåkk","1991-07",93.5,1012.6,10.4,3.35
"Katterjåkk","1991-08",59.1,1010.3,10.4,2.81
"Katterjåkk","1991-09",104.5,1004.8,2.7,3.48
"Katterjåkk","1991-10",81.4,1011.5,0,3.29
"Katterjåkk","1991-11",115.1,998.1,-4.9,2.84
"Katterjåkk","1991-12",124,1000.8,-3.8,6.25
"Katterjåkk","1992-01",160.6,1001.5,-5.8,6.81
"Katterjåkk","1992-02",80.2,1000.1,-6.2,4.21
"Katterjåkk","1992-03",59.2,1000.1,-5.5,3.6
"Katterjåkk","1992-04",23.7,1009.9,-5.4,3.91
"Katterjåkk","1992-05",67.6,1012.9,2.6,3.46
"Katterjåkk","1992-06",42.7,1015.8,8.6,3.6
"Katterjåkk","1992-07",144.4,1009.7,8.6,2.67
"Katterjåkk","1992-08",71.6,1006.5,8.1,2.43
"Katterjåkk","1992-09",20.3,1016.1,5.8,2.58
"Katterjåkk","1992-10",83.4,1010.5,-5.4,2.94
"Katterjåkk","1992-11",34.6,1004.3,-8.4,3.88
"Katterjåkk","1992-12",193.4,997.5,-4.4,5.4
"Katterjåkk","1993-01",75.1,988.2,-7,5.35
"Katterjåkk","1993-02",115.6,1004.9,-6.9,6.33
"Katterjåkk","1993-03",177.7,1006.4,-7.7,3.92
"Katterjåkk","1993-04",23.6,1014.1,-4.6,3.06
"Katterjåkk","1993-05",74.9,1018.8,1.5,3.37
"Katterjåkk","1993-06",26.2,1012.2,4.4,2.67
"Katterjåkk","1993-07",40.4,1008.5,11.7,3.45
"Katterjåkk","1993-08",39.6,1012.5,9.1,2.79
"Katterjåkk","1993-09",36.5,1016.1,3,2.03
"Katterjåkk","1993-10",116.1,1010.3,-2.9,4.02
"Katterjåkk","1993-11",27.5,1025,-4.7,2.42
"Katterjåkk","1993-12",34.1,995.3,-11.7,2.65
"Katterjåkk","1994-01",64.1,997.9,-13.8,2.79
"Katterjåkk","1994-02",46.1,1019.9,-10.5,3.47
"Katterjåkk","1994-03",48.8,995.3,-7.9,2.98
"Katterjåkk","1994-04",37.5,1007.8,-1.1,3.41
"Katterjåkk","1994-05",35.9,1015.3,0.8,3.16
"Katterjåkk","1994-06",50.3,1003.6,6.1,3.56
"Katterjåkk","1994-07",89.1,1017.5,10.4,3.3
"Katterjåkk","1994-08",68,1011.8,9.7,3.11
"Katterjåkk","1994-09",57.1,1009,4.1,3.33
"Katterjåkk","1994-10",105.7,1003.9,-1.1,5.19
"Katterjåkk","1994-11",87.5,1005.4,-5.2,4.08
"Katterjåkk","1994-12",74.5,997.1,-4.9,4.75
"Katterjåkk","1995-01",38.3,999.1,-7.8,5.07
"Katterjåkk","1995-02",42.4,984.9,-9.6,3.67
"Katterjåkk","1995-03",42.1,998.9,-6.1,4.75
"Katterjåkk","1995-04",26.3,1010.3,-4.9,4.08
"Katterjåkk","1995-05",33.8,1016.3,0,3.43
"Katterjåkk","1995-06",55.6,1013.4,6.5,3.72
"Katterjåkk","1995-07",100.2,1009.8,8.9,4.11
"Katterjåkk","1995-08",198.6,1009.8,7.6,4.12
"Katterjåkk","1995-09",42,1011.1,4.9,3.14
"Katterjåkk","1995-10",161.4,1004.5,-1,3.53
"Katterjåkk","1995-11",108.8,1009.9,-6.5,4.61
"Katterjåkk","1995-12",38.1,1013.2,-10.6,3.73
"Katterjåkk","1996-01",46.3,1021.2,-7.2,3.57
"Katterjåkk","1996-02",31.7,1010.1,-13.2,2.92
"Katterjåkk","1996-03",23.4,1022.2,-7,3.62
"Katterjåkk","1996-04",63.5,1015.2,-4.1,3.25
"Katterjåkk","1996-05",14,1017.9,-0.7,3.02
"Katterjåkk","1996-06",82.5,1012.3,6,3.12
"Katterjåkk","1996-07",36.5,1008.6,10.5,2.38
"Katterjåkk","1996-08",85.5,1016.9,11.8,2.43
"Katterjåkk","1996-09",66.5,1017,4.4,3.44
"Katterjåkk","1996-10",82.3,1004.5,0.3,3.85
"Katterjåkk","1996-11",39.6,1000.1,-6.6,3.14
"Katterjåkk","1996-12",45.7,1010.1,-9.3,3.03
"Katterjåkk","1997-02",63,994.9,-10.5,3.14
"Katterjåkk","1997-03",59.1,1003,-7.5,5.24
"Katterjåkk","1997-04",49.2,1004.7,-6.4,4.52
"Katterjåkk","1997-05",34.5,1014,1.1,2.47
"Katterjåkk","1997-06",9.8,1014.5,7.7,2.95
"Katterjåkk","1997-07",43.4,1018.2,12.8,2.44
"Katterjåkk","1997-08",78.9,1016.6,10.8,2.62
"Katterjåkk","1997-09",122.3,1004.5,6.3,3.68
"Katterjåkk","1997-10",110.1,1004,-1.8,3.78
"Katterjåkk","1997-11",44,1015,-7.5,2.73
"Katterjåkk","1997-12",92.9,1010.1,-6.5,3.08
"Katterjåkk","1998-01",90.1,1005.2,-9.1,2.68
"Katterjåkk","1998-02",118.1,995.9,-13.1,3.62
"Katterjåkk","1998-03",42.1,1007.5,-9.4,3.26
"Katterjåkk","1998-04",13.7,1013.7,-4.9,2.64
"Katterjåkk","1998-05",52.8,1014,1,3.37
"Katterjåkk","1998-06",41.4,1012.9,7.2,2.96
"Katterjåkk","1998-07",37.6,1005.6,12.8,3.03
"Katterjåkk","1998-08",86.3,1008.7,9.5,2.56
"Katterjåkk","1998-09",69.5,1014.2,4.5,3.21
"Katterjåkk","1998-10",94.8,1001.9,-0.8,3.86
"Katterjåkk","1998-11",38.5,1014.8,-9.5,2.42
"Katterjåkk","1998-12",74.4,1001.4,-8.9,3
"Katterjåkk","1999-01",34.6,1003.3,-13.1,2.7
"Katterjåkk","1999-02",30.9,996.1,-11.7,3.04
"Katterjåkk","1999-03",18.2,1009.7,-8.2,2.59
"Katterjåkk","1999-04",53.5,1008.7,-2,4.61
