"location","month","rain","pressure","temp","speed"
"Katterjåkk","1999-05",31.4,1016.8,0.9,3.08
"Katterjåkk","1999-06",87,1013.6,9.4,3.32
"Katterjåkk","1999-07",173.7,1008.6,9.5,3.47
"Katterjåkk","1999-08",115,1011.5,7,3.07
"Katterjåkk","1999-09",112.4,1011.4,7.1,2.45
"Katterjåkk","1999-10",96.3,1007.7,1.1,2.69
"Katterjåkk","1999-11",168.4,1003.4,-1.1,3.65
"Katterjåkk","1999-12",34.8,994.2,-9.3,2.55
"Katterjåkk","2000-01",128.9,994.3,-6.6,5.26
"Katterjåkk","2000-02",96.9,994.9,-9.4,3.11
"Katterjåkk","2000-03",109,1000.2,-6.4,5.86
"Katterjåkk","2000-04",43,1010.8,-4.1,3.15
"Katterjåkk","2000-05",85.5,1011,2.5,3.23
"Katterjåkk","2000-06",82.6,1009.4,6,2.88
"Katterjåkk","2000-07",34.6,1011.3,11.5,2.49
"Katterjåkk","2000-08",76.8,1010.2,9.2,2.46
"Katterjåkk","2000-09",85.6,1013.2,5.7,2.33
"Katterjåkk","2000-10",37.1,1012.1,3.1,3.44
"Katterjåkk","2000-11",7.8,1010.6,-4.1,2.22
"Katterjåkk","2000-12",42.4,1005.4,-8,2.31
"Katterjåkk","2001-01",50.2,1011,-7.8,2.84
"Katterjåkk","2001-02",64.9,1011.4,-12.9,3.33
"Katterjåkk","2001-03",14.4,1009.2,-12.3,1.85
"Katterjåkk","2001-04",42.5,1008.6,-4,3.02
"Katterjåkk","2001-05",75.7,1012.2,2.1,4.07
"Katterjåkk","2001-06",42.2,1010.4,9.5,2.52
"Katterjåkk","2001-07",120.9,1009.8,10,3.11
"Katterjåkk","2001-08",114.6,1010.1,9.9,2.8
"Katterjåkk","2001-09",39.9,1013,7.2,2.63
"Katterjåkk","2001-10",97.1,1007.8,0.2,1.52
"Katterjåkk","2001-11",108.7,998.2,-4.1,3.63
"Katterjåkk","2001-12",46.4,1014.6,-8.3,3.4
"Katterjåkk","2002-01",292,1001.6,-9.3,3.57
"Katterjåkk","2002-02",74.9,987.8,-9.5,3.25
"Katterjåkk","2002-03",41.3,1004.1,-7.7,3.32
"Katterjåkk","2002-04",43.8,1017.2,-1,2.65
"Katterjåkk","2002-05",37.4,1015.9,4.8,3.26
"Katterjåkk","2002-06",38.7,1011.1,11.5,2.75
"Katterjåkk","2002-07",96.6,1011.4,12,2.96
"Katterjåkk","2002-08",37.8,1016.4,12,2.19
"Katterjåkk","2002-09",137.9,1013.5,4.5,2.75
"Katterjåkk","2002-10",19.1,1015.1,-4,2.62
"Katterjåkk","2002-11",5.8,1017.8,-8.6,1.77
"Katterjåkk","2002-12",42.5,1021.8,-11,3.06
"Katterjåkk","2003-01",76.8,1000.4,-15.3,2.56
"Katterjåkk","2003-02",77.3,1014.7,-6.3,3.97
"Katterjåkk","2003-03",183.7,1008.7,-4.6,4.84
"Katterjåkk","2003-04",20.8,1020.8,-2.5,3.22
"Katterjåkk","2003-05",46.8,1010.1,2.9,3.1
"Katterjåkk","2003-06",79.5,1013.1,8.1,2.8
"Katterjåkk","2003-07",72.9,1014,14.3,2.47
"Katterjåkk","2003-08",88.3,1013.2,10.6,2.45
"Katterjåkk","2003-09",229.3,1008.1,4.7,3.43
"Katterjåkk","2003-10",99.8,1005.8,-1.6,3.48
"Katterjåkk","2003-11",26.4,1012.8,-3.3,1.97
"Katterjåkk","2003-12",160.2,996.3,-7.7,4.07
"Katterjåkk","2004-01",16.8,1004.8,-14.1,1.07
"Katterjåkk","2004-02",106,1002.6,-8.3,4.23
"Katterjåkk","2004-03",21.5,1015.5,-5.7,3.48
"Katterjåkk","2004-04",25,1014.2,-1.2,2.47
"Katterjåkk","2004-05",26.1,1012.6,2.8,2.57
"Katterjåkk","2004-06",69.3,1009.6,6.8,3.11
"Katterjåkk","2004-07",125,1011.2,12.7,2.65
"Katterjåkk","2004-08",56.7,1012.7,10.5,2.6
"Katterjåkk","2004-09",147.7,1003.9,5.4,3.75
"Katterjåkk","2004-10",55.1,1010.1,-0.4,2.41
"Katterjåkk","2004-11",101.3,1001.8,-4.8,3.69
"Katterjåkk","2004-12",67.3,992.4,-4.7,4.45
"Katterjåkk","2005-01",97.7,993.8,-7.7,2.94
"Katterjåkk","2005-02",29.8,1013.9,-9.1,3.36
"Katterjåkk","2005-03",80,1013.4,-8.7,2.49
"Katterjåkk","2005-04",24.2,1012,-0.7,3.39
"Katterjåkk","2005-05",54.4,1009.2,1.2,3.71
"Katterjåkk","2005-06",68.3,1012.8,7.7,2.9
"Katterjåkk","2005-07",75.6,1012.5,13.2,2.98
"Katterjåkk","2005-08",141,1009,10,2.98
"Katterjåkk","2005-09",144.1,1004.1,4.7,3.56
"Katterjåkk","2005-10",131.1,1011.4,1.7,2.88
"Katterjåkk","2005-11",90.7,1002.4,-3.3,2.43
"Katterjåkk","2005-12",64,1012.2,-9.2,1.85
"Katterjåkk","2006-01",88.6,1016,-6.4,4.5
"Katterjåkk","2006-02",80.5,1011.1,-9.8,3.31
"Katterjåkk","2006-03",54.9,1013.9,-11.5,3.06
"Katterjåkk","2006-04",15.3,1008.2,-1.7,2.81
"Katterjåkk","2006-05",33.6,1013.9,3.9,2.96
"Katterjåkk","2006-06",86.6,1012.7,7.5,3.04
"Katterjåkk","2006-07",117.8,1015.5,10.5,3.08
"Katterjåkk","2006-08",17.6,1012.7,12.5,1.86
"Katterjåkk","2006-09",152.9,1009.4,5.9,2.88
"Katterjåkk","2006-10",97.4,1010.6,-2.2,2.74
"Katterjåkk","2006-11",46.3,999.1,-4.1,2.78
"Katterjåkk","2006-12",128.3,995.9,-3.9,5.07
"Katterjåkk","2007-01",68.6,990.1,-9.9,2.76
"Katterjåkk","2007-02",51,1012.6,-15,2.59
"Katterjåkk","2007-03",51.8,1006.8,-4.1,3.43
"Katterjåkk","2007-04",96.3,1007,-1.9,4.72
"Katterjåkk","2007-05",73,1006.4,2.4,3.28
"Katterjåkk","2007-06",48.5,1013.6,8.8,3.2
"Katterjåkk","2007-07",66,1007,12.5,3
"Katterjåkk","2007-08",113.7,1009.2,9.6,2.53
"Katterjåkk","2007-09",93.6,1005.7,4.1,2.69
"Katterjåkk","2007-10",96,1011.4,2.2,3.08
"Katterjåkk","2007-11",77.7,1003.4,-4.9,3.07
"Katterjåkk","2007-12",160.2,1004.6,-3.7,4.24
"Katterjåkk","2008-01",26.6,1005.3,-7.8,2.95
"Katterjåkk","2008-02",86.1,1003.2,-7.2,4
"Katterjåkk","2008-03",11.5,999.2,-9.8,2.14
"Katterjåkk","2008-04",28.4,1014.7,-3.2,3.95
"Katterjåkk","2008-05",76.8,1020.3,1.8,3.56
"Katterjåkk","2008-06",60.1,1009.3,8.4,3.24
"Katterjåkk","2008-07",57.8,1013.4,11.6,2.44
"Katterjåkk","2008-08",33.5,1009.5,8.6,2.43
"Katterjåkk","2008-09",115,1016,4.7,2.8
"Katterjåkk","2008-10",58.3,996.9,0.2,3.13
"Katterjåkk","2008-11",81.3,999.9,-5.6,3.44
"Katterjåkk","2008-12",63.3,1010.2,-6.5,4.31
"Katterjåkk","2009-01",73,1005.2,-9.1,3.68
"Katterjåkk","2009-02",45,1008.3,-13.1,3.31
"Katterjåkk","2009-03",36.3,1007.3,-9.1,2.72
"Katterjåkk","2009-04",74.5,1015.2,-2.7,3.18
"Katterjåkk","2009-05",71.3,1013.8,4.7,3.61
"Katterjåkk","2009-06",38.8,1017.5,7.6,3.05
"Katterjåkk","2009-07",61.4,1010.9,11.5,3.28
"Katterjåkk","2009-08",68,1011.2,11.7,2.63
"Katterjåkk","2009-09",161.3,1002.3,5.8,4
"Katterjåkk","2009-10",73.5,1012.9,-2.2,3.05
"Katterjåkk","2009-11",20,1004.2,-4.7,2.28
"Katterjåkk","2009-12",22.6,1013.8,-10.6,3.24
"Katterjåkk","2010-01",43,1017.9,-11.4,3.54
"Katterjåkk","2010-02",58.8,1010.6,-15.2,2.98
"Katterjåkk","2010-03",63.5,1006.1,-9.4,4.01
"Katterjåkk","2010-04",41.9,1013,-2.8,3.35
"Katterjåkk","2010-05",41.2,1015.1,2.5,3.38
"Katterjåkk","2010-06",101.7,1011.9,5.2,3.48
"Katterjåkk","2010-07",112.4,1012.4,10.7,2.9
"Katterjåkk","2010-08",46.3,1012,8.8,2.73
"Katterjåkk","2010-09",38.6,1014.2,5.8,2.91
"Katterjåkk","2010-10",120.6,1005.1,0.3,3.78
"Katterjåkk","2010-11",26.6,1010.5,-7.6,2.93
"Katterjåkk","2010-12",38,1011.9,-11.3,3.29
"Katterjåkk","2011-01",90.5,1004.7,-11,2.89
"Katterjåkk","2011-02",52.5,1012.7,-15.1,2.52
"Katterjåkk","2011-03",101.5,1003,-6.2,5.71
"Katterjåkk","2011-04",55.7,1009.6,0,4.03
"Katterjåkk","2011-05",52.2,1013.6,2.7,2.75
"Katterjåkk","2011-06",63.6,1011.8,10.2,3.26
"Katterjåkk","2011-07",73.1,1013,11.8,2.76
"Katterjåkk","2011-08",56.1,1012.3,10.4,2.94
"Katterjåkk","2011-09",46.1,1005.7,7.6,3.23
"Katterjåkk","2011-10",112.3,1003.5,1.7,2.82
"Katterjåkk","2011-11",184.3,1007.6,0.4,3.58
"Katterjåkk","2011-12",41.9,988.9,-5.1,4.36
"Katterjåkk","2012-01",16.6,1011.7,-11.3,3.14
"Katterjåkk","2012-02",60.8,1010.5,-11.8,2.75
"Katterjåkk","2012-03",121.2,1007.8,-4.8,4.34
"Katterjåkk","2012-04",49.5,1006.5,-4.7,3.35
"Katterjåkk","2012-05",74.5,1012.4,1,4.79
"Katterjåkk","2012-06",42.6,1011.3,6.3,2.93
"Katterjåkk","2012-07",140,1008.4,9.6,3.04
"Katterjåkk","2012-08",45.5,1013.4,9.6,2.8
"Katterjåkk","2012-09",93.2,1002.4,4.3,2.6
"Katterjåkk","2012-10",98.1,1007.2,-1.2,3
"Katterjåkk","2012-11",37.8,1004,-4.5,3.39
"Katterjåkk","2012-12",8,1014.9,-13.1,2.56
"Katterjåkk","2013-01",84.3,1008,-7.7,3.3
"Katterjåkk","2013-02",100.6,1014.6,-8.9,3.08
"Katterjåkk","2013-03",53.1,1015.8,-10.4,3.83
"Katterjåkk","2013-04",29.3,1006.4,-3.1,4.03
"Katterjåkk","2013-05",22.3,1014,5.3,3.29
"Katterjåkk","2013-06",70.8,1013.8,10.4,2.73
"Katterjåkk","2013-07",120.9,1012.8,10.9,3.26
"Katterjåkk","2013-08",80.8,1011.9,10.6,3.13
"Katterjåkk","2013-09",44.2,1014.5,7.3,3.12
"Katterjåkk","2013-10",120.2,1005.3,-0.4,3.34
"Katterjåkk","2013-11",116.1,996.2,-5.2,4.17
"Katterjåkk","2013-12",120.2,995.9,-6.5,3.6
"Katterjåkk","2014-01",0.6,1017.6,-15.7,2.27
"Katterjåkk","2014-02",25,1000.1,-6.3,2.72
"Katterjåkk","2014-03",84.4,1003.3,-5.3,5.07
"Katterjåkk","2014-04",92,1010.8,-2.2,4.82
"Katterjåkk","2014-05",29.2,1017.7,1.3,3.05
"Katterjåkk","2014-06",60.1,1016,7.3,2.95
"Katterjåkk","2014-08",72,1009.1,10.8,2.62
"Katterjåkk","2014-09",127.9,1013.9,5.7,3.53
"Katterjåkk","2014-10",48.5,1013.1,-0.2,2.61
"Katterjåkk","2014-11",41.6,1017.5,-5.1,1.98
"Katterjåkk","2014-12",105.6,996.5,-7.6,3.57
"Katterjåkk","2015-01",30.8,998.9,-12.5,3.32
"Katterjåkk","2015-02",109.4,998.6,-7.4,5.19
"Katterjåkk","2015-03",83.1,1007.9,-3.7,4.36
"Katterjåkk","2015-04",85.9,1006.6,-1.8,4.21
"Katterjåkk","2015-05",55.2,1007.8,2,2.76
"Katterjåkk","2015-06",103.4,1008.1,5.2,3.99
"Katterjåkk","2015-07",76,1008.6,10.1,2.96
"Katterjåkk","2015-08",46.7,1016.4,11.9,2.83
"Katterjåkk","2015-09",72.9,1015.1,7.4,2.99
"Katterjåkk","2015-10",125.3,1014.7,0.8,3.5
"Katterjåkk","2015-11",83.3,996.8,-3.5,2.65
"Katterjåkk","2015-12",112.4,998.5,-4.8,3.92
"Katterjåkk","2016-01",35.9,1008.5,-13.3,2.95
"Katterjåkk","2016-02",30.9,997.4,-7.8,2.89
"Katterjåkk","2016-03",58.8,1008.8,-5.7,3.64
"Katterjåkk","2016-04",13.9,1010.5,-2.1,3.01
"Katterjåkk","2016-05",25.6,1016.7,4.7,3.37
"Katterjåkk","2016-06",86.7,1014.4,6.9,3.22
"Katterjåkk","2016-07",98.3,1009.1,12,2.89
"Katterjåkk","2016-08",57.9,1011.1,8.9,2.7
"Katterjåkk","2016-09",106.3,1011.6,7.1,2.61
"Katterjåkk","2016-10",22,1027.9,-0.3,2.44
"Katterjåkk","2016-11",36.6,1010.5,-5.7,2.84
"Katterjåkk","2016-12",170.6,1002.2,-2.8,4.86
"Katterjåkk","2017-01",195.1,1003.2,-6.5,4.6
"Katterjåkk","2017-02",76.1,1011.6,-9.4,3.31
"Katterjåkk","2017-03",72.5,1002,-6.6,4.54
"Katterjåkk","2017-04",47,1009.6,-5.1,3.21
"Katterjåkk","2017-05",53.6,1018.7,-0.3,3.63
"Katterjåkk","2017-06",26.7,1009,6.8,2.57
"Katterjåkk","2017-07",81.4,1009.6,10.6,2.78
"Katterjåkk","2017-08",108.3,1008.3,9,3.19
"Katterjåkk","2017-09",7.7,1018.9,5.6,2.89
"Katterjåkk","2017-10",55.8,1007.4,-0.2,2.82
"Katterjåkk","2017-11",73.1,1000.6,-5.6,3.32
"Katterjåkk","2017-12",71.8,995.8,-8.3,3.48
"Katterjåkk","2018-01",28.2,1007.7,-13,1.93
"Katterjåkk","2018-02",2.6,1023.1,-16.2,1.48
"Katterjåkk","2018-03",63.5,1011,-10.8,2.94
"Katterjåkk","2018-04",28.7,1010.9,-2,2.42
"Katterjåkk","2018-05",49.4,1020.3,4.9,3.69
"Katterjåkk","2018-06",169.2,1009.8,5.2,4.32
"Katterjåkk","2018-07",44.4,1017.2,14.2,2.57
"Katterjåkk","2018-08",138.5,1006.1,10.1,3.2
"Katterjåkk","2018-09",88.2,1003.6,6,3.29
"Katterjåkk","2018-10",83.1,1006.1,-0.5,3.01
"Katterjåkk","2018-11",90.5,1016.1,-0.5,3.08
"Katterjåkk","2018-12",71.2,1007.5,-5.5,3.01
"Katterjåkk","2019-01",94.8,1002.4,-10.6,3.58
"Katterjåkk","2019-02",140.9,1005,-9.8,3.93
"Katterjåkk","2019-03",99.5,998.1,-7.8,4.95
"Katterjåkk","2019-04",33.4,1025.1,-1.284,2.8
"Katterjåkk","2019-05",35.6,1012.1,1.916,3.74
"Katterjåkk","2019-06",118.4,1013.4,7.916,3.34
"Katterjåkk","2019-07",29.8,1013.7,12.116,2.81
"Katterjåkk","2019-08",70.7,1009.8,11.316,2.43
"Katterjåkk","2019-09",70.1,1008.7,5.316,3.19
"Katterjåkk","2019-10",63.5,1009.1,-2.684,2.92
"Katterjåkk","2019-11",36.1,1012.2,-7.284,2.94
"Katterjåkk","2019-12",145.8,995.8,-5.684,3.51
"Katterjåkk","2020-01",132,993.5,-5.984,4.5
"Katterjåkk","2020-02",82,986.3,-6.684,4.87
"Katterjåkk","2020-03",106.8,1002.9,-5.384,5.81
"Katterjåkk","2020-04",50.4,1009.3,-3.684,4.57
"Katterjåkk","2020-05",41.5,1012.6,-0.184,3.88
"Katterjåkk","2020-06",26.5,1017.6,8.216,3.07
"Katterjåkk","2020-07",81.1,1007.4,10.516,2.91
"Katterjåkk","2020-08",115.6,1010.3,9.916,2.91
"Katterjåkk","2020-09",128.7,1006.2,6.116,3.49
"Katterjåkk","2020-10",54.7,1011.2,0.316,3.07
"Katterjåkk","2020-11",92.6,1003.1,-1.184,4.33
"Katterjåkk","2020-12",13.1,1009.7,-5.884,2.58
"Katterjåkk","2021-01",5.9,1012.3,-10.984,3.58
"Katterjåkk","2021-02",89.7,1017.8,-9.184,3.26
"Katterjåkk","2021-03",112,1003.6,-5.684,4
"Katterjåkk","2021-04",67.2,1010.1,-2.784,4.25
"Katterjåkk","2021-05",25.1,1013.2,0.816,3.42
"Katterjåkk","2021-06",85,1014.7,8.616,3.24
"Katterjåkk","2021-07",179.2,1010.9,12.416,3.41
"Katterjåkk","2021-08",64.6,1013,9.416,3.02
"Katterjåkk","2021-09",91.4,1014.6,4.916,2.96
"Katterjåkk","2021-10",99.3,1005.2,0.616,3.66
"Katterjåkk","2021-11",64.6,1003,-5.584,2.34
"Katterjåkk","2021-12",61.9,1009,-11.184,2.9
"Katterjåkk","2022-01",176.6,998.4,-8.484,4.67
"Katterjåkk","2022-02",45.4,993.5,-10.684,4.09
"Katterjåkk","2022-03",149.7,1016.8,-4.184,4.15
"Katterjåkk","2022-04",58.2,1012.7,-2.884,4.49
"Katterjåkk","2022-05",70,1008.9,2.316,3.45
"Katterjåkk","2022-06",38.9,1011.9,8.916,3.03
"Katterjåkk","2022-07",146.5,1010.4,11.416,2.81
"Katterjåkk","2022-08",130.8,1013.7,10.516,3.19
"Katterjåkk","2022-09",28.5,1015.2,5.716,2.72
"Katterjåkk","2022-10",133.2,1003.6,1.116,3.4
"Katterjåkk","2022-11",41.8,1016.2,-4.884,2.06
